DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	15q21.3	15	57741661	GRINL1A, ALDH1A2	LOC105370834			105370834			rs487836-G	rs487836	0	487836	intron_variant	0	0.001	1E-06	6		34.03	[3.52-329.29]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2q21.3	2	134875411	ACMSD, TMEM163, CCNT2	ACMSD, CCNT2-AS1			130013, 100129961			rs4954192-A	rs4954192	0	4954192	intron_variant	0	0.41	6E-07	6.22184874961636		2.36	[1.67-3.34]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	8q22.1	8	93291573	LOC100133058, LOC642924	LOC107986956			107986956			rs55798256-G	rs55798256	0	55798256	intron_variant	0	0.059	2E-06	5.69897000433602		3.1	[1.91-5.02]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	10q26.3	10	133019423	LOC399829, LOC100128127	LOC107984283 - ADGRA1	107984283	84435		23429	51506	rs55816310-A	rs55816310	0	55816310	intergenic_variant	1	0.001	1E-06	6		33.91	[3.51-328.09]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	15q21.3	15	57790169	GRINL1A, ALDH1A2	LOC105370834 - LOC107984724	105370834	107984724		6530	72127	rs566767-A	rs566767	0	566767	intergenic_variant	1	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	7p21.1	7	19125257	TWIST1, FERD3L	TWIST1 - FERD3L	7291	222894		7585	19525	rs56868568-G	rs56868568	0	56868568	downstream_gene_variant	1	0.001	1E-06	6		34.03	[3.52-329.29]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	8p21.3	8	21649156	LOC100129163, GFRA2	LOC107986922 - GFRA2	107986922	2675		7676	41247	rs59294057-C	rs59294057	0	59294057	intergenic_variant	1	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	12q13.13	12	52286982	KRT81, KRT122P, KRT86	KRT86, KRT81			3892, 3887			rs59448276-A	rs59448276	0	59448276	intron_variant	0	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	12p12.1	12	24987756	BRI3P2, LOC196415	BRI3P2 - C12orf77	441630	196415		20252	5668	rs59753639-C	rs59753639	0	59753639	intergenic_variant	1	0.007	5E-06	5.30102999566398		6.77	[2.62-17.46]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	18q12.1	18	33810904	ASXL3, NOL4	LOC107985157			107985157			rs60241046-A	rs60241046	0	60241046	intergenic_variant	0	0.018	7E-06	5.15490195998574		4.48	[2.19-9.17]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	3q27.1	3	184372478	THPO, POLR2H, CHRD	THPO			7066			rs6141-?	rs6141	0	6141	3_prime_UTR_variant	0	0.53226	3E-06	5.52287874528034		2.3809524	[1.64-3.45]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	6q24.1	6	140802574	LOC729070, LOC729076	LOC107986653			107986653			rs61613191-A	rs61613191	0	61613191	intergenic_variant	0	0.004	7E-06	5.15490195998574		9.56	[2.88-31.7]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2q33.3	2	205440538	PARD3B, LOC100132669, NRP2	PARD3B			117583			rs61741390-G	rs61741390	0	61741390	synonymous_variant	0	0.001	1E-06	6		34.03	[3.52-329.29]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2q36.1	2	222005387	PAX3, HSPA9P	HSPA9P1 - RPL23AP28	266724	100271457		40930	39138	rs6436285-G	rs6436285	0	6436285	intergenic_variant	1	0.026	5E-06	5.30102999566398		3.9	[2.08-7.31]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	3p26.3	3	1952960	LOC727810, CNTN4	RPL21P17 - RN7SKP144	727810	106479159		46791	136017	rs6442708-A	rs6442708	0	6442708	intergenic_variant	1	0.053	4E-07	6.39794000867204		3.35	[2.04-5.5]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	8p21.3	8	21299082	LOC100129163, GFRA2	LOC101929172			101929172			rs6586977-G	rs6586977	0	6586977	intron_variant	0	0.002	2E-06	5.69897000433602		15.23	[3.38-68.72]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	11p15.4	11	7379335	intergenic	SYT9			143425			rs66714249-A	rs66714249	0	66714249	intron_variant	0	0.005	2E-06	5.69897000433602		8.66	[2.96-25.31]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	11q23.3	11	115841215	intergenic	LOC105369512			105369512			rs66785688-G	rs66785688	0	66785688	intron_variant	0	0.0261	5E-06	5.30102999566398		3.9	[2.08-7.31]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	16p13.3	16	4021721	intergenic	ADCY9			115			rs67335251-A	rs67335251	0	67335251	intron_variant	0	0.059	2E-06	5.69897000433602		3.06	[1.89-4.96]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	4p15.33	4	12171045	LOC644753, HSP90AB2P	LOC107986180 - LOC101929019	107986180	101929019		41561	52406	rs6858365-A	rs6858365	0	6858365	intergenic_variant	1	0.015	9E-07	6.04575749056068		5.21	[2.51-10.82]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	8q24.22	8	130511037	ASAP1, ADCY8	ASAP1 - LOC105375758	50807	105375758		67189	15907	rs7000447-G	rs7000447	0	7000447	intergenic_variant	1	0.448	1E-06	6		2.35	[1.65-3.34]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	9q21.13	9	74095368	LOC138971, LOC100130911	LOC105376086 - LOC101927329	105376086	101927329		156410	25852	rs7020553-A	rs7020553	0	7020553	intergenic_variant	1	0.345	4E-06	5.39794000867204		2.18	[1.55-3.05]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	11p14.2	11	26719715	SLC5A12, ANO3, FIBIN	SLC5A12			159963			rs7112383-A	rs7112383	0	7112383	intron_variant	0	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	12q24.32	12	126249723	TMEM132B, LOC728173	LOC100420118 - LOC105379613	100420118	105379613		54066	100298	rs7137521-A	rs7137521	0	7137521	intron_variant	1	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	14q32.13	14	95621923	GLRX5, TCL6	LOC105370643 - TCL6	105370643	27004		30933	29255	rs7161179-A	rs7161179	0	7161179	intron_variant	1	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	17q24.2	17	67390098	PITPNC1, LOC729822, NOL11	PITPNC1			26207			rs7224314-C	rs7224314	0	7224314	intron_variant	0	0.223	6E-07	6.22184874961636		2.37	[1.68-3.36]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2q21.3	2	136044886	intergenic	DARS-AS1 - CXCR4	101928243	7852		37344	69463	rs72974161-A	rs72974161	0	72974161	intergenic_variant	1	0.102	2E-07	6.69897000433602		2.83	[1.88-4.26]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	19q13.2	19	38484809	RYR1, RASGRP4, MAP4K1	RYR1			6261			rs73030953-G	rs73030953	0	73030953	intron_variant	0	0.02	5E-06	5.30102999566398		4.32	[2.18-8.55]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	5q14.1	5	78052816	intergenic	AP3B1			8546			rs73132886-C	rs73132886	0	73132886	intron_variant	0	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	7p15.1	7	28232071	intergenic	JAZF1-AS1			100128081			rs73302615-A	rs73302615	0	73302615	intron_variant	0	0.002	2E-06	5.69897000433602		15.23	[3.38-68.72]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	20p11.21	20	25245309	ENTPD6, PYGB	LOC105372580			105372580			rs7344105-G	rs7344105	0	7344105	upstream_gene_variant	0	0.002	2E-06	5.69897000433602		15.21	[3.37-68.63]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	10p12.1	10	27728643	MKX, RAB18, ARMC4	MKX			283078			rs7358151-G	rs7358151	0	7358151	intron_variant	0	0.002	2E-06	5.69897000433602		15.23	[3.38-68.72]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	7q36.3	7	156017807	intergenic	LOC105375597			105375597			rs73737676-A	rs73737676	0	73737676	intergenic_variant	0	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2p25.1	2	9151105	intergenic	LOC105373417 - LOC100506317	105373417	100506317		5195	53469	rs73912949-G	rs73912949	0	73912949	downstream_gene_variant	1	0.007	3E-06	5.52287874528034		6.97	[2.7-17.99]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	17p13.2	17	6379151	intergenic	LOC105371509 - AIPL1	105371509	23746		4104	44586	rs73976923-A	rs73976923	0	73976923	regulatory_region_variant	1	0.001	1E-06	6		34.03	[3.52-329.29]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	16p12.1	16	24352448	intergenic	CACNG3			10368			rs74013184-C	rs74013184	0	74013184	intron_variant	0	0.006	7E-06	5.15490195998574		7.73	[2.71-22.03]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	1p13.1	1	116219072	intergenic	LOC107985190 - LOC105378919	107985190	105378919		49072	21892	rs74346392-G	rs74346392	0	74346392	TF_binding_site_variant	1	0.005	7E-06	5.15490195998574		7.7	[2.7-21.93]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	12p12.3	12	16546316	intergenic	GOT2P4 - LMO3	121520	55885		31446	2056	rs74377925-G	rs74377925	0	74377925	intron_variant	1	0.013	2E-06	5.69897000433602		5.34	[2.48-11.51]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	11q22.3	11	103016500	MMP13, DCUN1D5	MMP13 - RPL21P96	4322	100271428		60766	28703	rs74380195-G	rs74380195	0	74380195	intergenic_variant	1	0.05	1E-09	9		4.02	[2.49-6.48]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	15q13.3	15	31248192	intergenic	LOC283710 - KLF13	283710	51621		17345	78663	rs74609360-A	rs74609360	0	74609360	intergenic_variant	1	0.03	2E-07	6.69897000433602		4.14	[2.32-7.39]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	15q26.1	15	90844149	intergenic	LOC105370969			105370969			rs74874915-A	rs74874915	0	74874915	downstream_gene_variant	0	0.127	1E-06	6		2.55	[1.72-3.76]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	5q14.1	5	79733488	intergenic	CMYA5			202333			rs74935252-A	rs74935252	0	74935252	missense_variant	0	0.001	1E-06	6		34.03	[3.52-329.29]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	4q31.3	4	153557590	intergenic	KIAA0922			23240			rs74964132-G	rs74964132	0	74964132	intron_variant	0	0.007	5E-06	5.30102999566398		6.76	[2.62-17.44]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	1q24.2	1	168751383	DPT, LOC391132	DPT - LINC00626	1805	79100		22179	35558	rs7534485-G	rs7534485	0	7534485	regulatory_region_variant	1	0.464	8E-06	5.09691001300806		2.2	[1.55-3.13]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	3q13.12	3	107844030	intergenic	LINC00635			151658			rs75515191-C	rs75515191	0	75515191	intron_variant	0	0.002	2E-06	5.69897000433602		15.21	[3.37-68.63]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	1p12	1	119475304	HSD3B1, LOC391076, LOC391077, LOC644213	HSD3BP1 - LOC105378935	391076	105378935		1305	7743	rs7551641-C	rs7551641	0	7551641	downstream_gene_variant	1	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	15q13.1	15	29584445	intergenic	FAM189A1 - LOC101927519	23359	101927519		13722	28834	rs75646498-A	rs75646498	0	75646498	intergenic_variant	1	0.03	8E-07	6.09691001300806		4	[2.21-7.22]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2q24.3	2	163774442	FIGN, LOC100129745	FIGN - PRPS1P1	55137	100861436		38287	439097	rs7576072-G	rs7576072	0	7576072	intron_variant	1	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2p12	2	75246790	TACR1, FAM176A	LOC107985900, LOC105374811			107985900, 105374811			rs7588010-A	rs7588010	0	7588010	regulatory_region_variant	0	0.357	4E-09	8.39794000867204		2.72	[1.93-3.84]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	14q22.1	14	50797408	intergenic	NIN			51199			rs76096589-A	rs76096589	0	76096589	intron_variant	0	0.01	7E-06	5.15490195998574		5.83	[2.45-13.86]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2q22.1	2	140833839	LRP1B, MRPS18BP2, LOC100129955	LRP1B			53353			rs76247873-A	rs76247873	0	76247873	intron_variant	0	0.039	5E-06	5.30102999566398		3.37	[1.94-5.85]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	5q23.1	5	117157137	intergenic	LOC107986375 - LOC105379138	107986375	105379138		137458	114794	rs76314368-A	rs76314368	0	76314368	intergenic_variant	1	0.022	3E-07	6.52287874528034		4.67	[2.46-8.88]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	2q33.1	2	199807180	intergenic	FTCDNL1			348751			rs76506302-G	rs76506302	0	76506302	intron_variant	0	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	12q24.33	12	129982086	intergenic	LOC105370076 - LOC100190940	105370076	100190940		5922	51726	rs76582905-G	rs76582905	0	76582905	intergenic_variant	1	0.001	1E-06	6		34.08	[3.52-329.69]	Illumina [1556551]	N
2016-02-07	25918132	Yucesoy B	2015-04-26	Toxicol Sci	www.ncbi.nlm.nih.gov/pubmed/25918132	Genome-wide association study identifies novel loci associated with diisocyanate-induced occupational asthma.	Diisocyanate-induced asthma	74 European ancestry cases, 824 European ancestry controls	NA	18q12.1	18	33508114	intergenic	CCDC178 - ASXL3	374864	80816		67074	70463	rs76650652-A	rs76650652	0	76650652	intergenic_variant	1	0.011	2E-06	5.69897000433602		5.86	[2.59-13.3]	Illumina [1556551]	N
